sampleid	Phylum	Class	Order	Family	Genus	Species	DietSimp	DietSpec	Diet_2	Notes	Study	16S515F-806R	FASTQ.gzfiles	Metadata(custom)	pairedORsingle	initials	duplicate
JS0591	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_umbraculatus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0592	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_umbraculatus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0593	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_umbraculatus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0068	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_clypeatus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0069	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_clypeatus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0070	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_clypeatus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0690	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_clypeatus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0691	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_clypeatus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0692	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_clypeatus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0375	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_minutus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0376	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_minutus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0377	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_minutus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0623.1	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_minutus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0624.1	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_minutus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0625.1	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_minutus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0102	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pusillus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0102a.1	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pusillus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0103	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pusillus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0103a.1	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pusillus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0104	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pusillus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0104a.1	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pusillus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0111a.1	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pusillus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0111b.1	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pusillus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0111d.1	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pusillus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0124.1	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pusillus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0125.1	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pusillus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0126.1	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pusillus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0328.1	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pusillus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0329.1	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pusillus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0330.1	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pusillus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0535	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_simillimus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0536	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_simillimus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0537	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_simillimus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0558	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_spinosus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0559	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_spinosus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0560	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_spinosus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0661	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_targionii	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0662	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_targionii	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0663	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_targionii	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0752	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_bohlsi	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0284	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pallens	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0285	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pallens	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0286	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pallens	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0585	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pallidoides	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0586	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pallidoides	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0587	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pallidoides	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0056	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pellans	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0057	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pellans	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0058	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_pellans	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0214	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_maculatus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0215	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_maculatus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0216	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_maculatus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0702.1	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_maculatus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0703.1	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_maculatus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0705.1	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_maculatus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0362	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_grandinosus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0363	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_grandinosus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0364	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_grandinosus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0194	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_persimilis	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0195	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_persimilis	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0196	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_persimilis	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0264.1	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_persimilis	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0265	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_persimilis	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0266	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_persimilis	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0300.1	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_persimilis	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0301.1	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_persimilis	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0303.1	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_persimilis	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0755	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_crenaticeps	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0753	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_peruviensis	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0754	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_setulifur	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0271	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_borgmeieri	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0272	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_borgmeieri	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0273	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_borgmeieri	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0573	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_cordatus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0574	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_cordatus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0575	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_cordatus	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0227	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_eduarduli	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0228	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_eduarduli	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
JS0229	Arthropoda	Insecta	Hymenoptera	Formicidae	Cephalotes	Cephalotes_eduarduli	Omnivore	Omnivore	NA	NA	Sanders_et_al	NA	NA	NA	NA	NA	NA
SRR12337289	Arthropoda	Arachnida	Araneae	Thomisidae	Epidius	Epidius_parvati	Carnivore	Carnivore	NA	NA	Kumar	NA	NA	NA	NA	NA	NA
SRR12337290	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	Xysticus_himalayensis	Carnivore	Carnivore	NA	NA	Kumar	NA	NA	NA	NA	NA	NA
SRR12337291	Arthropoda	Arachnida	Araneae	Thomisidae	Thomisus	Thomisus_unidentatus	Carnivore	Carnivore	NA	NA	Kumar	NA	NA	NA	NA	NA	NA
SRR12337292	Arthropoda	Arachnida	Araneae	Thomisidae	Camaricus	Camaricus_formosus	Carnivore	Carnivore	NA	NA	Kumar	NA	NA	NA	NA	NA	NA
SRR12337293	Arthropoda	Arachnida	Araneae	Oxyopidae	Oxyopes	Oxyopes_birmanicus	Carnivore	Carnivore	NA	NA	Kumar	NA	NA	NA	NA	NA	NA
SRR12337294	Arthropoda	Arachnida	Araneae	Oxyopidae	Oxyopes	Oxyopes_javanus	Carnivore	Carnivore	NA	NA	Kumar	NA	NA	NA	NA	NA	NA
SRR12337295	Arthropoda	Arachnida	Araneae	Oxyopidae	Peucetia	Peucetia_viridans	Carnivore	Carnivore	NA	NA	Kumar	NA	NA	NA	NA	NA	NA
MM1	Mollusca	Bivalvia	Venerida	Veneridae	Mercenaria	Mercenaria_mercenaria	Omnivore	Omnivore	NA	NA	Murphy	NA	NA	NA	NA	NA	NA
MM2	Mollusca	Bivalvia	Venerida	Veneridae	Mercenaria	Mercenaria_mercenaria	Omnivore	Omnivore	NA	NA	Murphy	NA	NA	NA	NA	NA	NA
MM3	Mollusca	Bivalvia	Venerida	Veneridae	Mercenaria	Mercenaria_mercenaria	Omnivore	Omnivore	NA	NA	Murphy	NA	NA	NA	NA	NA	NA
GD1	Mollusca	Bivalvia	Mytilida	Mytilidae	Geukensia	Geukensia_demissa	Herbivore	Herbivore	NA	NA	Murphy	NA	NA	NA	NA	NA	NA
GD2	Mollusca	Bivalvia	Mytilida	Mytilidae	Geukensia	Geukensia_demissa	Herbivore	Herbivore	NA	NA	Murphy	NA	NA	NA	NA	NA	NA
GD3	Mollusca	Bivalvia	Mytilida	Mytilidae	Geukensia	Geukensia_demissa	Herbivore	Herbivore	NA	NA	Murphy	NA	NA	NA	NA	NA	NA
CV1	Mollusca	Bivalvia	Ostreida	Ostreidae	Crassostrea	Crassostrea_virginica	Omnivore	Omnivore	NA	NA	Murphy	NA	NA	NA	NA	NA	NA
CV2	Mollusca	Bivalvia	Ostreida	Ostreidae	Crassostrea	Crassostrea_virginica	Omnivore	Omnivore	NA	NA	Murphy	NA	NA	NA	NA	NA	NA
CV3	Mollusca	Bivalvia	Ostreida	Ostreidae	Crassostrea	Crassostrea_virginica	Omnivore	Omnivore	NA	NA	Murphy	NA	NA	NA	NA	NA	NA
AA1	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA2	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA3	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA4	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA5	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA6	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA7	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	external_sediment	NA	schwob	NA	NA	NA	NA	NA	NA
AA8	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	external_sediment	NA	schwob	NA	NA	NA	NA	NA	NA
AA9	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	external_sediment	NA	schwob	NA	NA	NA	NA	NA	NA
AA10	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	external_sediment	NA	schwob	NA	NA	NA	NA	NA	NA
AA11	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	external_sediment	NA	schwob	NA	NA	NA	NA	NA	NA
AA12	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA13	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA14	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA15	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA16	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA17	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA18	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA19	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA20	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA21	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA22	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA23	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA24	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA25	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA26	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA27	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA28	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	external_sediment	NA	schwob	NA	NA	NA	NA	NA	NA
AA29	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	external_sediment	NA	schwob	NA	NA	NA	NA	NA	NA
AA30	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	external_sediment	NA	schwob	NA	NA	NA	NA	NA	NA
AA31	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA32	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA33	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA34	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA35	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
AA36	Echinodermata	echinoidea	spatangoida	schizasteridae	abatus	abatus_agassizii	Omnivore	Omnivore	gut_microbiota	NA	schwob	NA	NA	NA	NA	NA	NA
Am1	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros	Aepyceros_melampus	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Am10	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros	Aepyceros_melampus	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Am11	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros	Aepyceros_melampus	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Am12	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros	Aepyceros_melampus	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Am13	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros	Aepyceros_melampus	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Am14	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros	Aepyceros_melampus	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Am15	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros	Aepyceros_melampus	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Am16	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros	Aepyceros_melampus	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Am17	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros	Aepyceros_melampus	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Am18	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros	Aepyceros_melampus	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Am19	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros	Aepyceros_melampus	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Am2	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros	Aepyceros_melampus	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Am20	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros	Aepyceros_melampus	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Am3	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros	Aepyceros_melampus	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Am4	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros	Aepyceros_melampus	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Am5	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros	Aepyceros_melampus	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Am6	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros	Aepyceros_melampus	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Am7	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros	Aepyceros_melampus	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
