sampleid	Phylum	Class	Order	Family	Genus	Species	DietSimp	DietSpec	Diet_2	Notes	Study	16S515F-806R	FASTQ.gzfiles	Metadata(custom)	pairedORsingle	initials	duplicate
11166.NATL.24324.cuckoo	Chordata	Aves	Cuculiformes	Crotophagidae	Guira	Guira guira	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24335.cuckoo	Chordata	Aves	Cuculiformes	Crotophagidae	Guira	Guira guira	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24341.cuckoo	Chordata	Aves	Cuculiformes	Crotophagidae	Guira	Guira guira	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25057.hornbill	NA	NA	NA	NA	NA	NA	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24318.ibis	NA	NA	NA	NA	NA	NA	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25071.tortoise	Chordata	Reptilia	Testudines	Testudinidae	Manouria	Manouria impressa	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24727.turtle	Chordata	Reptilia	Testudines	Geoemydidae	Cuora	Cuora bourreti	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25020.snake	Chordata	Reptilia	Squamata	Colubridae	Drymarchon	Drymarchon couperi	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25076.a.kingsnake	Chordata	Reptilia	Squamata	Colubridae	Lampropeltis	Lampropeltis getula	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25076.b.kingsnake	Chordata	Reptilia	Squamata	Colubridae	Lampropeltis	Lampropeltis getula	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24241.vulture	Chordata	Aves	Ciconiiformes	Cathartidae	Sarcoramphus	Sarcoramphus papa	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24673.vulture	Chordata	Aves	Ciconiiformes	Cathartidae	Sarcoramphus	Sarcoramphus papa	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24684.vulture	Chordata	Aves	Ciconiiformes	Cathartidae	Sarcoramphus	Sarcoramphus papa	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25048.kiwi	Chordata	Aves	Apterygiformes	Apterygidae	Apteryx	Apteryx australis	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25056.kiwi	Chordata	Aves	Apterygiformes	Apterygidae	Apteryx	Apteryx australis	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25060.kiwi	Chordata	Aves	Apterygiformes	Apterygidae	Apteryx	Apteryx australis	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24088.kori	Chordata	Aves	Gruiformes	Otididae	Ardeotis	Ardeotis kori	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24095.kori	Chordata	Aves	Gruiformes	Otididae	Ardeotis	Ardeotis kori	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24097.kori	Chordata	Aves	Gruiformes	Otididae	Ardeotis	Ardeotis kori	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24101.kori	Chordata	Aves	Gruiformes	Otididae	Ardeotis	Ardeotis kori	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24670.kori	Chordata	Aves	Gruiformes	Otididae	Ardeotis	Ardeotis kori	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25012.kori	Chordata	Aves	Gruiformes	Otididae	Ardeotis	Ardeotis kori	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25050.kori	Chordata	Aves	Gruiformes	Otididae	Ardeotis	Ardeotis kori	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25070.kori	Chordata	Aves	Gruiformes	Otididae	Ardeotis	Ardeotis kori	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24372.frog	Chordata	Amphibia	Anura	Hylidae	Hylomantis	Hylomantis lemur	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24728.a.gecko	Chordata	Reptilia	Squamata	Eublepharidae	Eublepharis	Eublepharis macularius	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24728.b.gecko	Chordata	Reptilia	Squamata	Eublepharidae	Eublepharis	Eublepharis macularius	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24270.tenrec	Chordata	Mammalia	Afrosoricida	Tenrecidae	Echinops	Echinops telfairi	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24586.tenrec	Chordata	Mammalia	Afrosoricida	Tenrecidae	Echinops	Echinops telfairi	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24758.tenrec	Chordata	Mammalia	Afrosoricida	Tenrecidae	Echinops	Echinops telfairi	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25029.a.gecko	Chordata	Reptilia	Squamata	Gekkonidae	Uroplatus	Uroplatus lineatus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25029.b.gecko	Chordata	Reptilia	Squamata	Gekkonidae	Uroplatus	Uroplatus lineatus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25073.a.gecko	Chordata	Reptilia	Squamata	Gekkonidae	Uroplatus	Uroplatus lineatus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25073.b.gecko	Chordata	Reptilia	Squamata	Gekkonidae	Uroplatus	Uroplatus lineatus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24714.lion	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera leo	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24236.salamander	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea longicauda	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24342.mallard	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas platyrhynchos	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24398.duck	Chordata	Aves	Anseriformes	Anatidae	Aix	Aix galericulata	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24087.meerkat	Chordata	Mammalia	Carnivora	Herpestidae	Suricata	Suricata suricatta	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24674.meerkat	Chordata	Mammalia	Carnivora	Herpestidae	Suricata	Suricata suricatta	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24689.meerkat	Chordata	Mammalia	Carnivora	Herpestidae	Suricata	Suricata suricatta	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24697.meerkat	Chordata	Mammalia	Carnivora	Herpestidae	Suricata	Suricata suricatta	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24280.kingfisher	Chordata	Aves	Coraciiformes	Alcedinidae	Todiramphus	Todiramphus cinnamominus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24303.kingfisher	Chordata	Aves	Coraciiformes	Alcedinidae	Todiramphus	Todiramphus cinnamominus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24321.kingfisher	Chordata	Aves	Coraciiformes	Alcedinidae	Todiramphus	Todiramphus cinnamominus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24334.kingfisher	Chordata	Aves	Coraciiformes	Alcedinidae	Todiramphus	Todiramphus cinnamominus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24357.kingfisher	Chordata	Aves	Coraciiformes	Alcedinidae	Todiramphus	Todiramphus cinnamominus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25078.frog	Chordata	Amphibia	Anura	Rhacophoridae	Theloderma	Theloderma corticale	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24228.nakedmolerat	Chordata	Mammalia	Rodentia	Bathyergidae	Heterocephalus	Heterocephalus glaber	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24246.nakedmolerat	Chordata	Mammalia	Rodentia	Bathyergidae	Heterocephalus	Heterocephalus glaber	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24249.nakedmolerat	Chordata	Mammalia	Rodentia	Bathyergidae	Heterocephalus	Heterocephalus glaber	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24287.nakedmolerat	Chordata	Mammalia	Rodentia	Bathyergidae	Heterocephalus	Heterocephalus glaber	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24621.nakedmolerat	Chordata	Mammalia	Rodentia	Bathyergidae	Heterocephalus	Heterocephalus glaber	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24630.nakedmolerat	Chordata	Mammalia	Rodentia	Bathyergidae	Heterocephalus	Heterocephalus glaber	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25064.a.gecko	Chordata	Reptilia	Squamata	Diplodactylidae	Rhacodactylus	Rhacodactylus leachianus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25064.b.gecko	Chordata	Reptilia	Squamata	Diplodactylidae	Rhacodactylus	Rhacodactylus leachianus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24717.porcupine	Chordata	Mammalia	Rodentia	Erethizontidae	Erethizon	Erethizon dorsatum	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24233.shres	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	Tupaia belangeri	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24746.shrew	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	Tupaia belangeri	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24652.saki	Chordata	Mammalia	Primates	Pitheciidae	Pithecia	Pithecia pithecia	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24664.saki	Chordata	Mammalia	Primates	Pitheciidae	Pithecia	Pithecia pithecia	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24732.saki	Chordata	Mammalia	Primates	Pitheciidae	Pithecia	Pithecia pithecia	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24747.saki	Chordata	Mammalia	Primates	Pitheciidae	Pithecia	Pithecia pithecia	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24755.saki	Chordata	Mammalia	Primates	Pitheciidae	Pithecia	Pithecia pithecia	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25054.saki	Chordata	Mammalia	Primates	Pitheciidae	Pithecia	Pithecia pithecia	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25033.tortoise	Chordata	Reptilia	Testudines	Testudinidae	Malacochersus	Malacochersus tornieri	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24737.peacock	Chordata	Aves	Galliformes	Phasianidae	Pavo	Pavo cristatus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24750.b.peacock	Chordata	Aves	Galliformes	Phasianidae	Pavo	Pavo cristatus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24750.peacock	Chordata	Aves	Galliformes	Phasianidae	Pavo	Pavo cristatus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25061.peacock	Chordata	Aves	Galliformes	Phasianidae	Pavo	Pavo cristatus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24296.woodpecker	Chordata	Aves	Piciformes	Picidae	Dryocopus	Dryocopus pileatus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24325.woodpecker	Chordata	Aves	Piciformes	Picidae	Dryocopus	Dryocopus pileatus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24328.b.duck	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas acuta	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24328.duck	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas acuta	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24694.porcupine	Chordata	Mammalia	Rodentia	Erethizontidae	Coendou	Coendou prehensilis	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24735.porcupine	Chordata	Mammalia	Rodentia	Erethizontidae	Coendou	Coendou prehensilis	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25046.skink	Chordata	Reptilia	Squamata	Scincidae	Corucia	Corucia zebrata	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24240.squirrel	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus prevostii	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24248.squirrel	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus prevostii	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24331.squirrel	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus prevostii	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24622.squirrel	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus prevostii	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24754.squirrel	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus prevostii	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25030.squirrel	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus prevostii	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24654.phorse	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus przewalskii	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24666.phorse	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus przewalskii	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24711.phorse	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus przewalskii	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25072.phorse	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus przewalskii	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24663.tortoise	Chordata	Reptilia	Testudines	Testudinidae	Astrochelys	Astrochelys radiata	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25035.tortoise	Chordata	Reptilia	Testudines	Testudinidae	Astrochelys	Astrochelys radiata	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24691.lemur	Chordata	Mammalia	Primates	Lemuridae	Varecia	Varecia rubra	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24748.lemur	Chordata	Mammalia	Primates	Lemuridae	Varecia	Varecia rubra	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25021.lemur	Chordata	Mammalia	Primates	Lemuridae	Varecia	Varecia rubra	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24200.salamander	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	Plethodon cinereus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24278.cardinal	Chordata	Aves	Passeriformes	Thraupidae	Paroaria	Paroaria coronata	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24329.cardinal	Chordata	Aves	Passeriformes	Thraupidae	Paroaria	Paroaria coronata	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24683.seriema	Chordata	Aves	Cariamiformes	Cariamidae	Cariama	Cariama cristata	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24756.seriema	Chordata	Aves	Cariamiformes	Cariamidae	Cariama	Cariama cristata	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25049.b.seriema	Chordata	Aves	Cariamiformes	Cariamidae	Cariama	Cariama cristata	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25049.seriema	Chordata	Aves	Cariamiformes	Cariamidae	Cariama	Cariama cristata	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25067.seriema	Chordata	Aves	Cariamiformes	Cariamidae	Cariama	Cariama cristata	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24102.rhea	Chordata	Aves	Rheiformes	Rheidae	Rhea	Rhea americana	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24107.b.rhea	Chordata	Aves	Rheiformes	Rheidae	Rhea	Rhea americana	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24107.rhea	Chordata	Aves	Rheiformes	Rheidae	Rhea	Rhea americana	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24698.rhea	Chordata	Aves	Rheiformes	Rheidae	Rhea	Rhea americana	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25017.rhea	Chordata	Aves	Rheiformes	Rheidae	Rhea	Rhea americana	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25019.rhea	Chordata	Aves	Rheiformes	Rheidae	Rhea	Rhea americana	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25027.rhea	Chordata	Aves	Rheiformes	Rheidae	Rhea	Rhea americana	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25059.rhea	Chordata	Aves	Rheiformes	Rheidae	Rhea	Rhea americana	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24631.cavy	Chordata	Mammalia	Rodentia	Caviidae	Kerodon	Kerodon rupestris	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24700.cavy	Chordata	Mammalia	Rodentia	Caviidae	Kerodon	Kerodon rupestris	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24660.hyrax	Chordata	Mammalia	Hyracoidea	Procaviidae	Procavia	Procavia capensis	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24757.hyrax	Chordata	Mammalia	Hyracoidea	Procaviidae	Procavia	Procavia capensis	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24257.spoonbill	Chordata	Aves	Pelecaniformes	Threskiornithidae	Platalea	Platalea ajaja	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24336.b.spoonbill	Chordata	Aves	Pelecaniformes	Threskiornithidae	Platalea	Platalea ajaja	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24336.spoonbill	Chordata	Aves	Pelecaniformes	Threskiornithidae	Platalea	Platalea ajaja	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24692.spoonbill	Chordata	Aves	Pelecaniformes	Threskiornithidae	Platalea	Platalea ajaja	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25018.spoonbill	Chordata	Aves	Pelecaniformes	Threskiornithidae	Platalea	Platalea ajaja	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24671.sandcat	Chordata	Mammalia	Carnivora	Felidae	Felis	Felis margarita	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24672.sandcat	Chordata	Mammalia	Carnivora	Felidae	Felis	Felis margarita	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24712.sandcat	Chordata	Mammalia	Carnivora	Felidae	Felis	Felis margarita	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24733.sandcat	Chordata	Mammalia	Carnivora	Felidae	Felis	Felis margarita	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24282.ibis	Chordata	Aves	Pelecaniformes	Threskiornithidae	Eudocimus	Eudocimus ruber	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24221.salamander	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	Plethodon shenandoah	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24274.salamander	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	Plethodon shenandoah	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24359.shrew	Chordata	Mammalia	Macroscelidea	Macroscelididae	Macroscelides	Macroscelides proboscideus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24364.shrew	Chordata	Mammalia	Macroscelidea	Macroscelididae	Macroscelides	Macroscelides proboscideus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24589.shrew	Chordata	Mammalia	Macroscelidea	Macroscelididae	Macroscelides	Macroscelides proboscideus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24662.shrew	Chordata	Mammalia	Macroscelidea	Macroscelididae	Macroscelides	Macroscelides proboscideus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24625.shrew	Chordata	Mammalia	Macroscelidea	Macroscelididae	Macroscelides	Macroscelides proboscideus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24632.shrew	Chordata	Mammalia	Macroscelidea	Macroscelididae	Macroscelides	Macroscelides proboscideus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24345.tanager	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus carbo	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24665.bear	Chordata	Mammalia	Carnivora	Ursidae	Melursus	Melursus ursinus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24710.bear	Chordata	Mammalia	Carnivora	Ursidae	Melursus	Melursus ursinus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24729.bear	Chordata	Mammalia	Carnivora	Ursidae	Melursus	Melursus ursinus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25024.bear	Chordata	Mammalia	Carnivora	Ursidae	Melursus	Melursus ursinus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24289.b.smew	Chordata	Aves	Anseriformes	Anatidae	Mergellus	Mergellus albellus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24289.smew	Chordata	Aves	Anseriformes	Anatidae	Mergellus	Mergellus albellus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24307.smew	Chordata	Aves	Anseriformes	Anatidae	Mergellus	Mergellus albellus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24354.smew	Chordata	Aves	Anseriformes	Anatidae	Mergellus	Mergellus albellus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24261.dove	Chordata	Aves	Columbiformes	Columbidae	Zenaida	Zenaida graysoni	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24262.dove	Chordata	Aves	Columbiformes	Columbidae	Zenaida	Zenaida graysoni	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24320.dove	Chordata	Aves	Columbiformes	Columbidae	Zenaida	Zenaida graysoni	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24343.b.dove	Chordata	Aves	Columbiformes	Columbidae	Zenaida	Zenaida graysoni	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24343.dove	Chordata	Aves	Columbiformes	Columbidae	Zenaida	Zenaida graysoni	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24356.dove	Chordata	Aves	Columbiformes	Columbidae	Zenaida	Zenaida graysoni	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24361.dove	Chordata	Aves	NA	NA	NA	NA	NA	NA	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24292.bird	Chordata	Aves	NA	NA	NA	NA	NA	NA	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24327.bird	Chordata	Aves	NA	NA	NA	NA	NA	NA	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24661.tamandua	Chordata	Mammalia	Pilosa	Myrmecophagidae	Tamandua	Tamandua tetradactyla	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24668.tamandua	Chordata	Mammalia	Pilosa	Myrmecophagidae	Tamandua	Tamandua tetradactyla	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24752.tamandua	Chordata	Mammalia	Pilosa	Myrmecophagidae	Tamandua	Tamandua tetradactyla	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
